,text,Airline,prediction
209,@AmericanAir it wasn't bad. Just boring lol. But I did get a little sleep.,Americanair,negative
210,I fly @AmericanAir at least once a week. I have 2 flights booked next week &amp;&amp; wish I could change them to a diff airline.,Americanair,negative
211,@AmericanAir is it company policy to face away form the customers and practically ignore them? https://t.co/V456GVgc5w,Americanair,negative
212,RT @airfarewatchdog: #Boston #BOS to #Bridgetown #BGI #Barbados $178 round-trip on @AmericanAir https://t.co/g6CoPqW4xX #airfare https://t.…,Americanair,neutral
213,I guarantee that @AmericanAir will be filing bankruptcy soon with their customer service and none of the flights are ever on time.,Americanair,negative
214,"@GrantDillon19 @_allisonjones @AmericanAir well grant, you're an engineer. Figure it out",Americanair,positive
215,@AmericanAir your food is blaaaah and charging so much on luggage for international flights not so cool.,Americanair,negative
216,RT @spI6sh: @americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
217,Dear @AmericanAir you suck. I used to tell work to fly me american all the time but not anymore. Y'all are the worst.,Americanair,negative
218,@AmericanAir get to the airport checkin intl rep was ridiculously rude and wouldn't help me ended up going to the counter. #laxtoPOS,Americanair,negative
219,RT @spI6sh: @americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
220,RT @spI6sh: @americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
221,RT @spI6sh: @americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
222,"@AmericanAir 5166, thankfully another captain stepped up to fly and we should be taking off in about 5 minutes according to the captain.",Americanair,negative
223,Another travel favorite: land 30 min early. Wait on tarmac for 40 for gate. Then bags not out 40 minutes later. @AmericanAir @PHXSkyHarbor,Americanair,negative
224,@AmericanAir Group Inc. (NASDAQ:AAL) plans to offer complimentary meals - Benchmark Monitor : https://t.co/admH59LjhZ,Americanair,negative
225,RT @spI6sh: @americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
226,@AmericanAir one time I froze bc your plane was ice cold and the flight attendants said blankets r only for 1st class #LAXtoATL,Americanair,negative
227,RT @spI6sh: @americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
228,@DELTA thanks for a great welcome after Executive Platinum status at @AmericanAir L9771R0.  Looking forward to moving my business all 2017,Americanair,positive
229,@americanair Watch Out https://t.co/fApzrDFsg2,Americanair,neutral
230,@AmericanAir no sorry it's not about computer i will mean bagage in the plane not in cabin,Americanair,negative
231,"@AmericanAir #1151 dlyd,missed conn #1061, now bkd on #1354 &amp; not #2464, not even an apology, what happened to customer service !!!",Americanair,negative
232,"@AmericanAir just too long to speak to an agent (who was great). Don't apologize for making me wait, hire enough ppl so it's not an issue.",Americanair,negative
233,"@AmericanAir 
Flight delay and AA provides snacks and lunch. Great job American! https://t.co/q2Spa5b116",Americanair,negative
234,RT @Abrown1A: My poor mother and father are stuck at an airport over night because @AmericanAir employees have no idea what they are talkin…,Americanair,negative
235,Thanks @AmericanAir for charging me a $35 service fee for helping me with a problem your system created. #americanairlines #badservice,Americanair,negative
236,"@AmericanAir keyword oversized, not simply overweight. The same thing a year ago was $200.",Americanair,negative
237,RT @AirfareSpot: Summer! #Washington to #Miami and vice versa for $132 R/T nonstop [@AmericanAir] https://t.co/cxEJRsSBIV,Americanair,neutral
238,@AmericanAir  I do not need details explained. I know what occurred credit I consider you in future don't I never use you again done.,Americanair,negative
239,@AmericanAir $10k in first class tickets and no access to admiral club for 2hr layover on return leg at MIA. How is that reasonable.,Americanair,negative
240,".@AmericanAir I’ve gone ahead and DM’d you flight details. Unfortunately, I’m familiar with this process.",Americanair,negative
241,@AmericanAir I had to reselect that seat too! What happened to my original seats? I feel like I'm being scammed to pay for different seats!,Americanair,negative
242,.@AmericanAir Thank you to the standby captain who stepped up and volunteered to fly because he was tired of waiting as well!,Americanair,negative
243,@AmericanAir thank you so much!!,Americanair,positive
244,@AmericanAir and one that forced me to pay for new flight despite already having a ticket,Americanair,negative
245,RT @airfarewatchdog: #Detroit #DTW to San Francisco #SFO $144 round-trip on @AmericanAir https://t.co/1jxMRS8ufx #airfare https://t.co/TKIU…,Americanair,positive
246,Waiting 1.5 hours in the runway for @AmericanAir's MIA-MEX flight to take off is definitely not what I wanted for a Sunday.,Americanair,negative
247,RT @airfarewatchdog: #Minneapolis #MSP to San Jose #SJC $144 round-trip on @AmericanAir https://t.co/bDAVokAdth #airfare https://t.co/kUpHz…,Americanair,neutral
248,RT @airfarewatchdog: #Boston #BOS to #Bridgetown #BGI #Barbados $178 round-trip on @AmericanAir https://t.co/g6CoPqW4xX #airfare https://t.…,Americanair,neutral
249,"RT @airfarewatchdog: #Baltimore #BWI to #Miami #MIA $129 round-trip, nonstop, on @AmericanAir https://t.co/1NCcqe9XWm #airfare https://t.co…",Americanair,neutral
250,RT @laptoptravel: All #Delta Flyers &amp; @Delta Please Read at Least #JustTheComments! #PayAttention? to #VoiceOfTheElites #LoudAndClear! http…,Delta,negative
251,@Delta sent a DM concerning my up coming flight..........,Delta,negative
252,"Buffalo to Las Vegas (&amp; vice versa) for only $205 USD ($274 CAD) roundtrip with @Delta

https://t.co/eYDpv2xepv https://t.co/gfzGvTndFo",Delta,negative
253,"@Delta My flight (2820)delayed 2 hours, never told me why, and been on hold for an hour AND I'm a silver medallion. I'm furious",Delta,negative
254,Just an FYI for everyone!  You have to ask @delta to create a skymiles account for you if you want to get credit for your flights!  INSANE!!,Delta,negative
255,RT @vicentexe: Hey @Delta it's so nice you have people that has the airport know-how like Evangelina in #CDMX. Thank you! https://t.co/vIYK…,Delta,negative
256,Ugh @Delta is already pissing me off,Delta,neutral
257,"The ones who truly change the world, are the ones who can't wait to get out in it. 

Good word @Delta",Delta,negative
258,"@Delta I was told this am that bag to be here @ 11:15 am. Are we sure it will be here today? notifications in app now say ""delayed"" in DTW.",Delta,negative
259,@DarlaDona @Delta Very frustrating that they have yet to respond this time and try helping me.,Delta,negative
260,It's so cold on this @Delta flight #turntheheatup <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> so glad we just landed and I'm #home #DETROIT where it's just a… https://t.co/Nom91rsJaL,Delta,negative
261,@Delta : Cant believe people are still using this airlines,Delta,negative
262,@Delta : AA and SWA dont over book like greedy Delta airlines!,Delta,negative
263,"@Delta MUST do better! Just awful! 10 hours later, I'm back in NYC! #DeltaAirlines #checkplanesBEFORE #2hoursontarmac #ruderedjackets #liqny",Delta,negative
264,@Delta : Will never fly Delta again and will write my experience in all social media.  american airlines and southwest airlines are the best,Delta,negative
265,RT @Lucy_Mirror: Really nice of @Delta and @Virgin to pick the honeymooning couple to bump off a plane,Delta,negative
266,Hey @united @TMobile @JohnLegere why no free wifi like @AmericanAir @Delta #wheresfreewifi,Delta,negative
267,"<ed><U+00A0><U+00BD><ed><U+00BB><U+00AB>LHR &gt; JFK<ed><U+00A0><U+00BD><ed><U+00BB><U+00AC> Lunch on @virginatlantic (through @delta)- Pomegranate salad with feta, chicke… https://t.co/ffFzcKWZ4t https://t.co/4O3nL5npuv",Delta,negative
268,RT @JetPhotos: The @Delta + @BCRFcure 767 departing @JFKairport. https://t.co/Dxy7kn7GVB © Joe Osciak https://t.co/YyLkH4mNZq,Delta,neutral
269,RT @kyleSA01: @Delta B767-300ER N169DZ chasing its shadow as it departs @HeathrowAirport runway 27R to Detroit<ed><U+00A0><U+00BD><ed><U+00B3><U+008D> https://t.co/JfB60Uv9J9,Delta,negative
270,RT @laptoptravel: All #Delta Flyers &amp; @Delta Please Read at Least #JustTheComments! #PayAttention? to #VoiceOfTheElites #LoudAndClear! http…,Delta,negative
271,@Delta : no one is helping us and we have been in the airport since 9PM yesterday.. horrible.. will never dly Delta again!!,Delta,negative
272,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
273,"@Delta horrible service. Delayed for the 2nd day in a row, causing me to miss my second flight once again. offered no help or compensation",Delta,negative
274,"RT @ToneTrump: Dear @delta yes Im a Proud Black American Muslim,Im a CEO of my own company,Im a artist &amp; much… https://t.co/2e4YGZIaYC",Delta,positive
275,@Delta : Currently still waiting in ATL for next hr flight .. it is my sixtt wait for the day.,Delta,negative
276,@Delta : Every hr there is a flight to DFW but agents are not giving priority to our paid tickets and all other standby are boarding.,Delta,negative
277,@PNetherly @Delta Oh No! Praying that @Delta makes it right for you.,Delta,negative
278,"Hannah: I have found .@Delta and .@VirginAtlanticto be accommodating for domestic. I love .@emirates for international travel! 
@AmericanAir",Delta,negative
279,@Delta : delay @JFK to ATL due to technical issues. Sat inside plane (no drinks) at gate for 2.5 hrs and after night long stay in airport,Delta,negative
280,RT @Lucy_Mirror: Really nice of @Delta and @Virgin to pick the honeymooning couple to bump off a plane,Delta,negative
281,@Delta @RDUAirport another Sunday and another long line to drop a bag. On a limb but if you had more than 1 person might be quicker.,Delta,negative
282,Hey @Delta we're taking our honeymoon flights with you next week. Any chance for champagne?,Delta,negative
283,RT @kyleSA01: @Delta B767-300ER N169DZ chasing its shadow as it departs @HeathrowAirport runway 27R to Detroit<ed><U+00A0><U+00BD><ed><U+00B3><U+008D> https://t.co/JfB60Uv9J9,Delta,negative
284,@c_davies @Delta someday I hope to be super diamond like you,Delta,positive
285,RT @ImproDoc: I am beyond appalled. @Delta #EqualRights #WomensMarch #womeninscience  https://t.co/uXunI4G4dR,Delta,negative
286,Come on @Delta #MakeWiFiGreatAgain https://t.co/lAsMgn6sEs,Delta,neutral
287,NIGGER NIGGER NIGGER @Twitter @AmericanAir @DELTA ISIS https://t.co/0xxXOYhKjR,Delta,negative
288,"RT @laptoptravel: @Delta Now, can we get a Non=Stop from #JFK to #MLE #Maldives ?? #Qatar has that range #DOH - #AKL route w/ their #Boeing…",Delta,negative
289,@DELTA gate agents at B18 must be having a bad day.  Disappointing service.,Delta,negative
290,RT @RockinForRice: @JourdonLaBarber looks like a happy @Delta customer! 2 round trip tix available Sun Mar 26 at our #AlixRiceFundraiser ht…,Delta,negative
291,@KLM @KLM_US @Delta worst 2hr wait on hold to correct a website error picking our seats. #EpicFail #nocompensation #unuseddeltavoucher,Delta,negative
292,@Delta interesting!,Delta,neutral
293,Thanks @Delta and @Virgin for making our honeymoon deliberately stressful. Furious.,Delta,negative
294,@Delta that's so cool!,Delta,positive
295,Oh hey there #ATL. @MBStadium is looking good from 10k' @AtlantaFalcons <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> Thanks for the gorgeous views @Delta https://t.co/WNXxCDdoI4,Delta,negative
296,RT @Delta: The ones who truly change the world are the ones who can’t wait to get out in it. https://t.co/hhBe8Gy5pb,Delta,negative
297,trailfinders -who took our money (donated by our friends and family) and sold us these bogus flights are saying @Delta refuse to back down,Delta,negative
298,@royalscottking @SeaTacAirport @BoeingAirplanes @Delta indeed. Nice shot.,Delta,negative
299,@Delta :Worst experience with Delta. Travelling For the past 24 hrs ..,Delta,negative
300,Finally! The sun is shining in #Seattle @SeaTacAirport @BoeingAirplanes @Delta #717 #N974AT #freeyourcamera https://t.co/ltcxjcx9JF,Delta,neutral
301,RT @laptoptravel: Thanks @Delta! Needed this for #ChicagoSeminars2017 #HowieRappaport #ChicagoSeminars @RenesPoints @angelinaaucello @rapid…,Delta,positive
302,"No not you, an 'actual'...man. @Delta Airlines response to: Is there a Doctor on board? Via @cbcsunday https://t.co/hwHbgioZ8I",Delta,negative
303,RT @NargisFakhri: Why is @delta always delayed <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F> I can't deal anymore <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,Delta,negative
304,"@Delta Now, can we get a Non=Stop from #JFK to #MLE #Maldives ?? #Qatar has that range #DOH - #AKL route w/ their… https://t.co/Z2eLxfFRXW",Delta,negative
305,To top it off @Delta have admitted they bumped us off an empty plane 'to make more money',Delta,negative
306,The fact I have just been told that @Delta don't even care they sold us a @Virgin flight only to bump us down is vile - and...,Delta,negative
307,@Delta I must compliment your employees at SBN yesterday! My outbound was delayed over 3 1/2 hours. Your employees went ABOVE &amp; BEYOND!,Delta,negative
308,Really nice of @Delta and @Virgin to pick the honeymooning couple to bump off a plane,Delta,negative
309,DEAD DEAD DEAD BOOM @DELTA,Delta,negative
310,"Marissa: ""We've flown @Delta about 20 times with my son and always had early boarding.""
.@AmericanAir",Delta,negative
311,RT @PNetherly: Remind me to never fly with @Delta again. Praying this plane finally takes off and I don't miss my connecting flight.,Delta,negative
312,"Clarissa: ""We flew @Delta this week and they announce early boarding for parents with babies and strollers and cars seats.""
.@AmericanAir",Delta,negative
313,"Dear @Delta, overbooking by 20% and providing zero information to the people affected is absolute horseshit, well done.",Delta,negative
314,@Delta my flight departs at 3:20 pm,Delta,negative
315,@Delta this week I've been delayed 2 hours and am now about to deplane another flight so you can fix a bathroom. Get your act together.,Delta,negative
316,"@JetBlue beat @AlaskaAir, @Delta, and @AmericanAir to having plugs that can power an @Alienware laptop.",Delta,positive
317,"Randi: ""We only fly @Delta and they always let kids on early.""
.@AmericanAir",Delta,negative
318,@Delta I'm here at hpn airport in NY using the same luggage as my last trip and the agent said it's too big please… https://t.co/6xCxHbcxdc,Delta,negative
319,"@Delta keeping the track record up with the worst service there is, two trips in a row now, get better people and maintain your planes",Delta,negative
320,Rebecca: @Delta gave us a coloring book at the gate and the TSA agents gave them stickers after we went through security! @AmericanAir,Delta,negative
321,@Delta it is a shame they would say something like that and the @Delta  would partner up with such a bad cust service airliner,Delta,negative
322,"@Delta no, I want to give to anyone o delta, can be you?",Delta,negative
323,Hi @Delta - flying Man - San Diego with you tomorrow &amp; am trying to request vegan food inflight but option not available - please help!,Delta,negative
324,"Oh @Delta, what are you doing to me today? U rebook me because of a delay and the original flight ends up on time.  Dreaded middle seats.",Delta,negative
325,Hey @Delta you're literally the worst. You're worse than @AmericanAir and that's pretty awful.,Delta,negative
326,I could bike home faster than these Delta planes take to taxi at LAX. Still love you @Delta but figure it out,Delta,negative
327,@Delta my Pleasure!,Delta,neutral
328,@Delta and for a follow up on the ready of my trip. Everything was more than exceptional! Thank you!,Delta,negative
329,RT @guapokyle: @Delta how many niggers do I have to kill to get a goddamn free ticket allahu akbar,Delta,negative
330,@siobhanvivian @aishacs @sharpegirl @Delta what is this??,Delta,neutral
331,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
332,"Catherine: ""Our son is 4 and on our last trip the @Delta agent even called us over to do so!"" @AmericanAir",Delta,negative
333,"Catherine: ""That's terrible, @AmericanAir! We travel on @Delta a lot and they ALWAYS let us pre-board.""",Delta,negative
334,Why is it that every time I fly with @Delta my flight is always delayed? can't your plans get to an airport on time just once? #deltasucks,Delta,negative
335,@Delta another ruined day because of delays while flying with you. This is getting super old. :(,Delta,negative
336,@aishacs @sharpegirl @Delta seriously Delta?!? Not a good look.,Delta,negative
337,RT @sitkowski59: Really @Delta everytime I fly with you guys I get delayed this the fifth time know <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,Delta,negative
338,"Now to hurry up and wait... at least @delta usually gets out of here on time #travel (@ Gate 60 in Kansas City, MO) https://t.co/N3K4mseHNm",Delta,negative
339,@ATLairport TSA would not assist me in the opt out process.  just stood around.  body full of radiation now. Glad I'm not pregnant @Delta,Delta,negative
340,All #Delta Flyers &amp; @Delta Please Read at Least #JustTheComments! #PayAttention? to #VoiceOfTheElites #LoudAndClear… https://t.co/0vN3xDWt4N,Delta,negative
341,SHOUT OUT TO @delta FOR RUINING MY LUGGAGE FOR THE 2ND TIME IN 2 WEEKS <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>,Delta,negative
342,"RT @NYRangers: Milestone reached! Enter for your chance to win thanks to @Delta https://t.co/nH98SyIP6i

(NoPurNecNYNJCT18+Rules https://t.…",Delta,negative
343,@nicolebyer @Delta No Way...! I'd expect to see that sort of thing in economy or maybe even Business Class but not First Class....,Delta,negative
344,@Delta our flight has been cancelled twice now and we are stuck in Paris. We have a family function in ... https://t.co/S925Lp4tbh,Delta,negative
345,@SouthwestAir can you get my kid home from #lax when @delta isn't helping? I'll pay!,Delta,negative
346,"RT @aishacs: .@Delta so if customer asks for water bc they feel queasy, is it protocol to respond ""well if you're sick maybe you shouldn't…",Delta,negative
347,RT @guapokyle: @Delta how many niggers do I have to kill to get a goddamn free ticket allahu akbar,Delta,negative
348,@Delta get your act together and staff your damn gate desk. Loved ones want to go home! #LAX,Delta,negative
349,Pretty sure @Delta has decreased legroom for economy seats as I'm not getting taller.,Delta,negative
350,@Delta please get skymile representatives that can actually comprehend what i am asking after i wait 30 plus mins to talk to them.,Delta,negative
351,RT @guapokyle: @Delta how many niggers do I have to kill to get a goddamn free ticket allahu akbar,Delta,negative
352,Hey @Delta your website isn't letting me pay for my flight. Error rev#1501,Delta,negative
353,@Delta +45. But at least tv is back. Still tweeting you tho.,Delta,neutral
354,@Delta your wifi is hot garbage.  Cle to Atl couldnt even watch one five minute @SmokeScreenVids #stepitup Next flight to NC #fingerscrossed,Delta,negative
355,"RT @Delta: In 1928, one of our 1st employees, Catherine FitzGerald, suggested the name “Delta” after the Mississippi delta region. #WomensH…",Delta,negative
356,Thanks @Delta! Needed this for #ChicagoSeminars2017 #HowieRappaport #ChicagoSeminars @RenesPoints @angelinaaucello… https://t.co/ZqkufIIwox,Delta,positive
357,RT @JetPhotos: The @Delta + @BCRFcure 767 departing @JFKairport. https://t.co/Dxy7kn7GVB © Joe Osciak https://t.co/YyLkH4mNZq,Delta,neutral
358,.@Delta throwing out Delta cookies!! #stpaddysdayparade #boston #KeepClimbing https://t.co/yVX2srbEuz,Delta,negative
359,"Someday, we'll laugh at the notion that we couldn't watch streaming video in-flight. I don't find it humorous now, though @Delta @umichbball",Delta,negative
360,@Delta @DeltaAssist just had a wonderful visit with one of your pilots.  Very cordial and insightful.  You hire good people! #deltarocks,Delta,negative
361,@pwalshnow @Delta first.,Delta,neutral
362,Taking 4 flights with @emirates next weekend. Fingers crossed the seats are better than my recent @Delta flight!<U+2708><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>,Delta,negative
363,@Delta i missed flight this AM (delayed to JFK from Boston). Rebooked. Why do I have to pay $800 for the return flight I already paid for?!?,Delta,negative
364,I opt out to get pat down at the @Delta @TSA  in the ATLANTA airport an nobody would do it. I waited 20 minutes,Delta,negative
365,"@Delta in addition, our flight this morning was delayed from DTW to AUS due to a lost piece of paper?? What was this??",Delta,negative
366,"@Delta flying intl should be pleasant and fun. When 3 diff associates tell u 3 diff things regarding screening &amp; upgrades, it's not",Delta,negative
367,.@Delta You guys just made me check bag when I have a tight schedule bc 'at capacity'. 5 min later still plenty of… https://t.co/2kWQzOKYqn,Delta,negative
368,"@Delta @skyteam flying blue on phone said it was possible at check in, but lady on desk said they only said that so as not to 'upset'... <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",Delta,negative
369,RT @RealJeffJarrett: Wheels up on @Delta and headed to #ReyDeReyes ...Big day for @IMPACTWRESTLING ...@karenjarrett @luchalibreaaa ... http…,Delta,negative
370,@Delta already did that.,Delta,neutral
371,@united yes they sent to @delta but now they've delayed that flight and no one is at their service desk. This is a mess.,Delta,negative
372,RT @rolandsmartin: Thanks @TSA. Your long ass bag process made my miss my noon flight. Now I have to wait THREE hours for the next @Delta S…,Delta,negative
373,RT @MAKERSwomen: Aviation history was just made as these two black female pilots took off: https://t.co/qrJvVnYmGy @Delta #WomensHistoryMon…,Delta,negative
374,RT @OpenFairSkies: Letter signed by @AmericanAir @Delta @United @WeAreALPA @AlliedPilots @swapapilots @APFAunity @afa_cwa asks @POTUS to pr…,Delta,negative
375,@Delta it's telling me that my skymiles number doesn't match the name on file for that account,Delta,negative
376,@Delta i did..they said there was nothing they could do. Bag was on its way to the hotel in Italy and would be left at lobby. Without regard,Delta,negative
377,Hey @Delta why isn't there anyone at your service desk? I would like to get my boarding pass so I can actually go home. Thx.,Delta,negative
378,@Delta This has been a very frustrating day for one tired teacher.  PLEASE get me home and stop stop giving me a run around.,Delta,negative
379,Home bound @Delta,Delta,neutral
380,@SpiritAirlines @Delta they charge for everything including water.  The seats don't recline and you are packed in like abused animals.,Delta,negative
381,Bless You @Moes_HQ -- I'm looking at you @Delta *shakes head* https://t.co/f7BMU4Qgu6,Delta,negative
382,"Traveling to San Diego!  Gotta be flexible with travel, just hoping for a good seat now.  Flight delayed and rebooked. @Delta @DeltaAssist",Delta,negative
383,@Delta +30 from scheduled arrival. No gate. AND no TV. So ocould at watch my team instead of tweet you. Poor execution of basics.,Delta,negative
384,Conflicting advice &amp; bizarre customer service from @Delta desk at PDX re @skyteam miles upgrade -is upgrading at check-in possible?,Delta,negative
385,@Delta thank you. However it's still showing my original seats in the app? Is that normal or bc my app is being glitchy??,Delta,negative
386,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
387,@Delta plane from AMS to DTW last night v disorganized. No associates said the same two thing about the process in screening,Delta,negative
388,Thanks @Delta for the  upgrade. Those details make the difference. #loyalflyer https://t.co/CMAiiAUkoW,Delta,negative
389,Board right behind us. Who are then basically trampeling us to get in the plane as we get our newborn situated. Very rude. @Delta,Delta,negative
390,RT @Delta: The ones who truly change the world are the ones who can’t wait to get out in it. https://t.co/hhBe8Gy5pb,Delta,negative
391,"@Delta Yeah, you can pick up my hotel tab. :/",Delta,negative
392,"I'd rather walk home than deal with another high strung, crabby @Delta gate agent (DFW E12). Must be their job to hassle me. #DoneWithDelta",Delta,negative
393,RT @Steve_O_McN: I still hate you <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> @Delta https://t.co/qUqpgz8MqX,Delta,neutral
394,@Delta Christina was a fantastic FA! #thankyou for a great flight!,Delta,positive
395,"Flying @Delta 1087, boarding wit my 7 month baby. They have the overweight pple board before us. Then let's us and immediately let others...",Delta,negative
396,RT @kyleSA01: @Delta B767-300ER N169DZ chasing its shadow as it departs @HeathrowAirport runway 27R to Detroit<ed><U+00A0><U+00BD><ed><U+00B3><U+008D> https://t.co/JfB60Uv9J9,Delta,negative
397,@despanno @Delta strait up never again,Delta,negative
398,"@priceline doesn't care abt customers. Had a flight booked and had to cancel. @Delta said ticket was 100% refundable, @priceline refused <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",Delta,negative
399,@Delta We've been on the tarmac at lax for over a half hour. Now 15 mins after scheduled arrival. Just open the doors. I'll walk. Thx.,Delta,negative
400,#WheelsUp #WashingtonDC &gt; #Atlanta @Delta #A321 <U+2708><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+00BA><ed><U+00A0><U+00BD><ed><U+00B9><U+0082> @ Ronald Reagan Washington National Airport https://t.co/VtrWDgzBKW,Delta,negative
401,"Thank you, @Delta! https://t.co/KOpX7uGEL9",Delta,positive
402,@Delta needs to check koreaair partner ops. Bait and switch on the seat I purchased. Worst flight from Asia I've ever had....,Delta,negative
403,@Delta @DeltaAssist The problems airport is PHL,Delta,negative
404,RT @chandlerriggs: ay thanks @Delta for the food poisoning,Delta,negative
405,I still hate you <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> @Delta https://t.co/qUqpgz8MqX,Delta,neutral
406,Maybe @Delta or @AmericanAir will offer me a flight voucher since @united &amp; @AirCanada don't when they lose my carryon ? #incentive,Delta,negative
407,"RT @Delta: When life imitates flight, @NYKnicks @kporzee knows exactly what you should do. Watch what happens in our newest episode of Powe…",Delta,negative
408,@kasssielee yup we were in the uber for 6.5 hours and our flight is leaving here at 2:15 with @Delta #praiseJesus,Delta,negative
409,"With 1+ million miles, I have been trying to book a flight with Flying Blue @airfrance and failed. ""No flight available"" @Delta. I'm coming!",Delta,negative
410,@jablonski430 @Delta the worst! it was the first time I've flown them in like 5 year.... never ever again lol,Delta,negative
411,@Delta you cost me 8 hours of my vacation and in exchange I get a $25 gift card? Are you f***ing kidding me? Not happy.,Delta,negative
412,@Delta just one of these times I would love to experience a flight without https://t.co/kXso519egd's: 2 hr &amp; counting delay.,Delta,negative
413,@Delta lmk why yall ruined my clothes,Delta,negative
414,@Delta hey your on a roll keep the streak alive 3 for 3 on delayed departures... #flyingisawasteoftime,Delta,negative
415,@Delta hi! Just had the best expierence at MCO! Katie checked me in at Gate 74 and was amazing!! Thanks so much for the great service!!,Delta,positive
416,"@Delta Yes, please do! Still on it now actually. Flying MSP to RDU.",Delta,negative
417,St. Patrick's Day and airplanes: my two faves! @delta #stpatricksday #southie @ South Boston St.… https://t.co/SfdAN47WyN,Delta,negative
418,"Hey @AmericanAir, as I expected @Delta economy comfort is nicer than the ""first"" I flew in to Vegas on Wednesday.",Delta,negative
419,"@Delta I want to recognize 2 delta employees, send me a DN and I send the award code!",Delta,negative
420,@CrayonNC @Delta did they upgrade you and everyone else who was on the plane to first class?,Delta,negative
421,@despanno @Delta terrible terrible service from them,Delta,negative
422,@AmericanAir is the worst airline in the entire world.  It should not have the word America in it.  This is why I fly @Delta. Figure it out,Delta,negative
423,@aishacs @Delta SERIOUSLY????,Delta,negative
424,Our @Delta flight was delayed for maintenance and when we boarded we saw this. https://t.co/qfiPwpATZ7,Delta,negative
425,@Delta Need some help. You've cancelled our flight twice now,Delta,negative
426,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
427,"@DELTA flying with y'all this past week has been utter hell, I doubt I will ever fly through y'all again. Or recommend it at that.",Delta,negative
428,only pleasant Delta experience thus far from a Sky Lounge rep... after I decided to pay $29 for access. @Delta Still no baggage information,Delta,negative
429,@Delta she is now in France with her school group.,Delta,neutral
430,My poor fiancé got nailed repeatedly by the drink cart on @Delta flight- PHX to ATL. Very rude flight attendants =… https://t.co/wdzz1GTljW,Delta,negative
431,@Delta yes she did as soon as she arrive in Italy. Alitalia has the bag and will deliver it but to the wrong place as she is not there....,Delta,negative
432,@Delta sent! Thanks!,Delta,positive
433,When @Delta throws your baggage and not only damages it but completely destroys it and u have a flight to catch tomorrow!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,Delta,negative
434,"@Delta don't care about the 1st class seat, just disappeared from the list",Delta,negative
435,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
436,@Delta most likely not! Thanks for nothing.,Delta,negative
437,"The program is called ""Surprise and Delight"" apparently and it's a @Delta &amp; @Porsche partnership. More info: https://t.co/DdXDlW3VHO",Delta,negative
438,@Delta .. your comfort+ seating pricing not fair jn price. C'mon  4AB not the same as 4CD &amp; 5 CD NOT the same as 4CD. Reevaluate,Delta,negative
439,RT @JetPhotos: The @Delta + @BCRFcure 767 departing @JFKairport. https://t.co/Dxy7kn7GVB © Joe Osciak https://t.co/YyLkH4mNZq,Delta,neutral
