,text,Airline,prediction
360,@FlyYOW @AirCanada how hard is to have a ground crew ready when a flight lands? #ac8851thistime #happenstoooftenatYOW,AirCanada,negative
361,@FrankReardon1 Looks like its currently still on the ground in Iceland. @TomPodolec @AirCanada @tattuinee @YFBSpotters @BonzBrooks,AirCanada,negative
362,@TheMarcSmith @Aeroplan @AirCanada Will be there in n just under two hours!,AirCanada,negative
363,RT @AirCanada: Enhance your travel experience in Intl. #Business Class with luxurious amenities available onboard our #B787 and retrofitted…,AirCanada,negative
364,RT @AirCanada: Enhance your travel experience in Intl. #Business Class with luxurious amenities available onboard our #B787 and retrofitted…,AirCanada,negative
365,@AirCanada  What are the odds? Nick Harvey checking in Nicole Harvey.  #Sweetdude. #awesomesauce @FramDinshaw https://t.co/e37y1r7VXu,AirCanada,negative
366,RT @AirCanada: Enhance your travel experience in Intl. #Business Class with luxurious amenities available onboard our #B787 and retrofitted…,AirCanada,negative
367,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
368,RT @AirCanada: Enhance your travel experience in Intl. #Business Class with luxurious amenities available onboard our #B787 and retrofitted…,AirCanada,negative
369,RT @AirCanada: Enhance your travel experience in Intl. #Business Class with luxurious amenities available onboard our #B787 and retrofitted…,AirCanada,negative
370,@AirCanada @IISuperwomanII how dare you be so mean!!!!,AirCanada,negative
371,"If someone ran on a campaign platform to eliminate parking tix &amp; @AirCanada \'customer service\', I\'d vote ✅, &amp; probably let them stay forever",AirCanada,negative
372,@AirCanada Can you guys gift me a ticket to London England? 😪,AirCanada,negative
373,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
374,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
375,@AirCanada @dude8472_YYC Awesome video man! I shall follow :),AirCanada,negative
376, not switch to #airplane mode?… https://t.co/Lh0Kz9mu9d,en,negative
377,"RT @SecretFlying: HOT!! San Francisco or Los Angeles to Copenhagen, Denmark for only $317 roundtrip with @AirCanadahttps://t.co/lmovTTQGg…",AirCanada,negative
378,RT @AirCanada: @dude8472_YYC New paint does look sharp on the 87! 😉,AirCanada,negative
379,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
380,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
381,RT @TomPodolec: DELIVERY former LOT Embraer E175 stopping in Iceland. Heading to Trois-Rivières Airport via Iqaluit for @AirCanada https://…,AirCanada,positive
382,RT @AirCanada: @CHFManitoba Always happy to support the Children\'s Hospital Foundation!,AirCanada,negative
383,@TomPodolec @AirCanada @flightradar24 @tattuinee @YFBSpotters @BonzBrooks I am having trouble tracking it. Any help out there on ETA,AirCanada,negative
384,@AirCanada no representatives on your phones??? On a Friday.,AirCanada,negative
385,RT @TomPodolec: DELIVERY former LOT Embraer E175 stopping in Iceland. Heading to Trois-Rivières Airport via Iqaluit for @AirCanada https://…,AirCanada,negative
386,RT @TomPodolec: DELIVERY former LOT Embraer E175 stopping in Iceland. Heading to Trois-Rivières Airport via Iqaluit for @AirCanada https://…,AirCanada,negative
387,@TomPodolec @AirCanada @flightradar24 @tattuinee @YFBSpotters @BonzBrooks when is this landing in YFB?,AirCanada,neutral
388,@travelginsider @ednaaircanada @bonnieaircanada @AirCanada we\'re on our way!,AirCanada,negative
389,RT @TomPodolec: DELIVERY former LOT Embraer E175 stopping in Iceland. Heading to Trois-Rivières Airport via Iqaluit for @AirCanada https://…,AirCanada,negative
390,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,neutral
391,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,neutral
392,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
393,We\'re getting ready for our VIP visitors this afternoon @ednaaircanada @bonnieaircanada @AirCanada… https://t.co/U50tEOfLJa,AirCanada,negative
394,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
395,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
396,DELIVERY former LOT Embraer E175 stopping in Iceland. Heading to Trois-Rivières Airport via Iqaluit for @AirCanada https://t.co/mXFZogkctX,AirCanada,negative
397,@AirCanada But if she was coming round trip (YUL to YEG and YEG to YUL) I would have to pay $56.50 twice coming to $113. Correct?,AirCanada,negative
398,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
399,@AirCanada Just to confirm: The $56.50 is per leg of the trip. So I would be paying just $56.50 since my cat is only going from YEG to YUL.,AirCanada,negative
400,RT @dude8472_YYC: VIDEO: @AirCanada\'s first #787 in their new livery arriving at @FlyYYC for the first time! https://t.co/v2XtAHFe32 https:…,AirCanada,negative
401,"RT @SecretFlying: HOT!! San Francisco or Los Angeles to Copenhagen, Denmark for only $317 roundtrip with @AirCanadahttps://t.co/lmovTTQGg…",AirCanada,negative
402,"@MarkForwardd @AirCanada it\'s terrible. If you are booking for work you have to book latitude or flex, otherwise you could loose a gig!",AirCanada,negative
403,"RT @SecretFlying: HOT!! San Francisco or Los Angeles to Copenhagen, Denmark for only $317 roundtrip with @AirCanadahttps://t.co/lmovTTQGg…",AirCanada,negative
404,with @aircanada @AirCanadaRouge @ITAATweets @patdawsonITAA @stjohnscentral1 these ladies were so fabulous to us all… https://t.co/Z52xi0z7s8,AirCanada,negative
405,"HOT!! San Francisco or Los Angeles to Copenhagen, Denmark for only $317 roundtrip with @AirCanada… https://t.co/ZvMwuT8u39",AirCanada,negative
406,@AirCanada thank you! 😊,AirCanada,negative
407,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
408,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
409,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,positive
410,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
411,@benry @AirCanada Right? Every. Flight.,AirCanada,negative
412,@AirCanada so online checkin I put one back for each? With a cost of 52.00?  Am I able to bring my own pillow on plane along w/ carry on.,AirCanada,negative
413,@the_beans @WestJet @AirCanada unreal,AirCanada,negative
414,@AirCanada Thanks. :),AirCanada,neutral
415,@AirCanada How do I make this happen? How much does it cost? And are separate tickets fine since my cat’s only coming on the return trip?,AirCanada,negative
416,@AirCanada Hey! Question ~ I’m flying from YUL to YEG round trip and I need to bring my cat with me from YEG to YUL.,AirCanada,positive
417,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,positive
418,RT @AirCanada: @ChrisLaBossiere Is it luck? Or we saw you coming? 😉 Enjoy!,AirCanada,negative
419,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
420,@AirCanada as a passenger you are allowed one checked bag and one carry on correct? Do I change the quantity to 1 on the online check in????,AirCanada,negative
421,"@AirCanada staff; not ""How can I help you?"", but rather ""Let me finish my gossip first while u all wait in line and watch the planes leave.""",AirCanada,negative
422,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
423,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
424,@AirCanada @ChrisLaBossiere nice one.,AirCanada,negative
425,"I never understand @AirCanada  $25+ for bag, so everyone brings carry-on + load delays, then staff ask for bags &amp; check at gate for free.",AirCanada,negative
426,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
427,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,positive
428,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
429,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
430,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
431,"RT @CanadiensMTL: All the way from Germany, Destination Challenge winner Marcel is visiting Montreal thanks to @aircanada! https://t.co/oJg…",AirCanada,negative
433,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
434,"RT @the_beans: Well. If you need more reasons to travel with @WestJet just read this response from @AirCanada ""Customer Service"" https://t.…",AirCanada,negative
435,"RT @SandyH_CA: Arrived @ #Montreal airport, checked in➡️security in 10 mins! Thanks to the super nice @AirCanada Priority check-in lady @ #…",AirCanada,negative
436,"Even with all the rain, still the #1 Hot Spot in the Caribbean @emirates @AmericanAir @AirCanada @TwitterCanada https://t.co/Qatlgfpxp4",AirCanada,positive
437,"@AirCanada it\'s unfortunate that I have to initiate the ""escalation"" for a situation that is already hard enough on me and my family.",AirCanada,negative
438,"RT @avachae: with service to #haneda #narita #osaka &amp; soon #nagoya, explore #japan w/ @AirCanada ! another great evening with our partner @…",AirCanada,negative
439,@amexgbt @WTravelAwards congratulations to the team @AmexCanada from the entire team @AirCanada on this nomination and award,AirCanada,negative
440,.@AirCanada #Jazz Q-100 takeoff out of @london_airport. Always a fun being out there. #CYXU #YXU #AVGEEK https://t.co/mS5QMcCSCn,AirCanada,negative
441,"with service to #haneda #narita #osaka &amp; soon #nagoya, explore #japan w/ @AirCanada ! another great evening with ou… https://t.co/Zq8KqxT75E",AirCanada,negative
442,"Well. If you need more reasons to travel with @WestJet just read this response from @AirCanada ""Customer Service"" https://t.co/zocIMKG8Tn",AirCanada,negative
443,@AirCanada I haven\'t found my bag yet. And Air Canada doesn\'t give a damn. I keep being passed on to a useless call centre!,AirCanada,negative
444, @AirCanada Launches Seat Upgrade Auctions https://t.co/DBezWrX3Zx via @travelmktreport #travel #vacation https://t.co/rW7cOBIJw5,en,negative
445,I never feel fatter than when I\'m squeezing myself down the aisle of an @AirCanada Jazz airplane. #fatass,AirCanada,negative
446,"Arrived @ #Montreal airport, checked in➡️security in 10 mins! Thanks to the super nice @AirCanada Priority check-in… https://t.co/PClu2faWGE",AirCanada,negative
447,Deal Alert: SF to Barcelona for $305 (RT) for fall travel on @AirCanada #DealAlert #TravelBlog #TheFlightNotTaken https://t.co/BaUlJlJMvU,AirCanada,negative
448,$306 rt SFO to Barcelona (via @AirCanada) #GTFO #fly #travel  https://t.co/uPhQINShMM,AirCanada,negative
449,"TMW: The @AirCanada counter clerk scores you a free upgrade to business class, access to the lounge and a direct flight! Thanks Eduardo!!!!",AirCanada,negative
450,Looking forward to fill a survey about @AirCanada !!! Rating will be very looooooooooooooow!,AirCanada,negative
451,@AirCanada doesn\'t guve any compensation when cancel return flight home!!! MUST PAY FROM YOUR OWN POCKET to sleep in YUL!!! UNBELIEVABLE!,AirCanada,negative
452,Thanks @AirCanada keep up the good work!!  Meant to say add a tab (minor maintenance items) on the mobile app for small issue reporting,AirCanada,negative
453,@AirCanada just did online check in for trip. It had middle names for wife and I and we noticed after our passport don\'t. Is that a problem?,AirCanada,negative
454,"Looking forward to returning to Canada after 8 months away, @AirCanada I am waiting 4 you (patiently) in Orlando. #takeMeHome #myDayOutAtMCO",AirCanada,negative
455,"@AirCanada really start having major problems with flights between YUL and YBG! To my knoledge, 3 flights cancelled within less than 2wks.",AirCanada,negative
456,Hi @AirCanada my family just made a suggestion via mobile app.  Add a maintenance tab.  On AC 417 and his headphone jack is broken.,AirCanada,negative
457,@AirCanada cancelled today 15:40 flight YUL to YBG due to severe weather conditions!!! They believe they are in South America!!!,AirCanada,negative
458,@AirCanada looks like last week MTQ mess... however they don\'t need snow to cancel a flight due to winter severe weather conditions today!!,AirCanada,negative
459, striking landscapes of our great nation #FlyTheFlag https://t…,en,negative
460,@VillageMonde @jonathancusteau @espacespleinair @AirCanada #flytheflag #AirCanada have fun enjoy ur trip,AirCanada,negative
461,RT @Munro77: .@aircanada your Rouge app Android download approach is a complete travesty. What the hell? Utterly ridiculous how this went l…,AirCanada,negative
462,If only @AirCanada offered Canadians these deals to go see #Barca play in my favourite European city. #paella https://t.co/OcreV2OUjz,AirCanada,negative
463,.@aircanada your Rouge app Android download approach is a complete travesty. What the hell? Utterly ridiculous how this went live like this.,AirCanada,positive
464,@jim_boob @Aeroplan @AirCanada it was there trust me. The finished product was good,AirCanada,negative
466,@AirCanada Just got an email from \'communication@aircanada.ca\' - want to make sure this is actually from you and not a virus...,AirCanada,negative
467,RT @TheMarcSmith: One of the perks of @AirCanada #MapleLeafLounges bottomless espresso. Thx for my 1 year pass @Aeroplan https://t.co/oQAYK…,AirCanada,negative
468,"In the category of #luckyguy, I get to the gate and my @AirCanada A320 has been replaced by a 777, and my upgrade firmed up. #podtime",AirCanada,negative
469,Thank you @AirCanada 🎉 https://t.co/GCbF9lEvWj,AirCanada,negative
470,"@AirCanada your flight service has been bang on today. Great staff, great landings and all on time! #cominghome #yvr #homewardbound",AirCanada,positive
471,@AirCanada pretty sure the Taj Mahal is in #Agra not #Delhi https://t.co/k2VUF1jd1H,AirCanada,negative
472,RT @deanoitfc: The new and old Dreamliners @AirCanada @B787fans @boeing787tweets @787Blogger @BabybusBabe @avgeekretweeter @AvgeekMel @Sagg…,AirCanada,negative
473,@AirCanada  what is an acceptable time to wait for checked baggage?  Been over an hour since we got off plane. #waitingonluggage,AirCanada,negative
474, explore #Japan . @AirCanada offer the most daily flight…,en,positive
475,"RT @rockylo4: Great evening last night @AirCanada / JNTO ""Explore #Japan night"" @MarkhamEventCtr #Toronto @AirCanada offer the most daily f…",AirCanada,negative
476,@aircanada will people on the 16:30 flight from YQB to YUL be moved to the 1540 flight now expected to depart at 1650?,AirCanada,negative
477,@united @ELALUSA @airfrance @AirCanada @Delta @British_Airways @AmericanAir @JetBlue anything you guys can do to he… https://t.co/4OG24h3kd6,AirCanada,neutral
478,RT @SymphonyNS: Thank you to the Official Airline of Symphony Nova Scotia @AirCanada for sponsoring our Masterworks concert last night! #Su…,AirCanada,negative
479,RT @deanoitfc: The new and old Dreamliners @AirCanada @B787fans @boeing787tweets @787Blogger @BabybusBabe @avgeekretweeter @AvgeekMel @Sagg…,AirCanada,negative
480,@MarcDenis_RDS @AirCanada par for the course for AC,AirCanada,negative
481,"RT @rockylo4: Great evening last night @AirCanada / JNTO ""Explore #Japan night"" @MarkhamEventCtr #Toronto @AirCanada offer the most daily f…",AirCanada,negative
482,"RT @SecretFlying: CRAZY HOT!! San Francisco to Barcelona, Spain for only $305 roundtrip with @AirCanadahttps://t.co/6AwOBV7e2i https://t.…",AirCanada,negative
483,"RT @SecretFlying: CRAZY HOT!! San Francisco to Barcelona, Spain for only $305 roundtrip with @AirCanadahttps://t.co/6AwOBV7e2i https://t.…",AirCanada,negative
484,"RT @SecretFlying: CRAZY HOT!! San Francisco to Barcelona, Spain for only $305 roundtrip with @AirCanadahttps://t.co/6AwOBV7e2i https://t.…",AirCanada,neutral
485,"RT @SecretFlying: CRAZY HOT!! San Francisco to Barcelona, Spain for only $305 roundtrip with @AirCanadahttps://t.co/6AwOBV7e2i https://t.…",AirCanada,positive
486,"CRAZY HOT!! San Francisco to Barcelona, Spain for only $305 roundtrip with @AirCanadahttps://t.co/6AwOBV7e2i https://t.co/q2xObZGWEX",AirCanada,negative
487,@AirCanada #DreamLiner CloseUp #Spotting @TorontoPearson #Ramp  #787 https://t.co/N5bP4KMIZB,AirCanada,negative
488,RT @AirCanada: Our new livery on approach over @TorontoPearson. Thanks to plane-spotter John Chung for capturing our freshly painted bird!…,AirCanada,negative
489,@PedroPascal1 @AirCanada Why doesn\'t more floor glow like that dou...,AirCanada,negative
490,@airindiain I booked YYC to AMD India fm @AirCanada website. At #YYC #aircanada #Worldsworstairline gv brdgpass only up to DEL😥,AirCanada,negative
491,Every time I\'ve flown w/ @AirCanada they\'ve lost my bags. This time they\'ve done one better: brought the lost bag back w/some extra damage,AirCanada,negative
492,Why @airindiain has tie up with stupid @AirCanada #WorldsworstAirLine,AirCanada,negative
493,@Delta @united @ELALUSA @AirCanada @British_Airways hey guys can you help?? https://t.co/u1nGedcDjy,AirCanada,negative
494,Thank you to the Official Airline of Symphony Nova Scotia @AirCanada for sponsoring our Masterworks concert last night! #SupportTheArts,AirCanada,negative
495,Hey @AirCanada your special baggage guys walked all over our surfboard and left massive boot prints. FRAGILE. Not c… https://t.co/BokbC0ceE2,AirCanada,negative
496,RT @HelloBC: @Geotravel @McleanMill @butchartgardens @AirCanada A fun photo with a happy bunch. :),AirCanada,negative
497,@Geotravel @McleanMill @butchartgardens @AirCanada A fun photo with a happy bunch. :),AirCanada,negative
498,"RT @TomPodolec: Pilot reported to ATC \'we exited the right hand side of the runway briefly, we\'re back on the runway\'. @AirCanada #AC623 #T…",AirCanada,negative
499,RT @TomPodolec: PHOTO @AirCanada #AC90 Boeing 787-8 in new colours getting a spritz at the deicing facility before departing to Sao Paulo.…,AirCanada,negative
500,@AirCanada thank you I will.,AirCanada,negative
501,RT @TomPodolec: PHOTO @AirCanada Boeing 787-8 in new colours deicing in #Toronto last night before it\'s departure to London #AC856. @Toront…,AirCanada,positive
502,RT @TomPodolec: PHOTO @AirCanada #AC1108 from Vancouver on final for #Toronto runway 23. @TorontoPearson #FlyTheFlag #NewColours https://t.…,AirCanada,positive
503,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
504,"RT @rockylo4: Great evening last night @AirCanada / JNTO ""Explore #Japan night"" @MarkhamEventCtr #Toronto @AirCanada offer the most daily f…",AirCanada,negative
505,@McleanMill Vancouver Island British Columbia is a beautiful place @HelloBC @butchartgardens @AirCanada https://t.co/ZjZV6z5ry3,AirCanada,positive
506,.@myparkspass @AirCanada So excited that @GABrownMS_TDSB\'s @fortgeorge150 video made it to the judging round. Thank you! #CCST,AirCanada,negative
507,Another great session with leaders at @AirCanada in #Toronto on Stepping Up.  Excited to help a great airline get b… https://t.co/ymfR6Ed2DC,AirCanada,negative
508,RT @dude8472_YYC: VIDEO: @AirCanada\'s first #787 in their new livery arriving at @FlyYYC for the first time! https://t.co/v2XtAHFe32 https:…,AirCanada,negative
509,RT @MCO: An @AirCanada A320 makes it in before the rain this afternoon. Rain now starting to fall. ☔️ https://t.co/IJlbVgF5vq,AirCanada,negative
510,RT @HockeyLostBoy: HOCKEY\'S LOST BOY is coming to the friendly skies!!  Starting Apr. 1 our film will be available on @AirCanada flights #H…,AirCanada,neutral
511,Time to upgrade the YYZ domestic maple leaf lounge @AirCanada https://t.co/qBWNq3d4P4,AirCanada,positive
512,@AirCanada how is it legal to sell more tickets than you have seats on a plane? thanks #aircanada for making my day worse #aircanadasucks,AirCanada,negative
513,RT @AirCanada: Celebrating our 1st #Montreal-#China flight! New daily service to #Shanghai marks our 1st YUL route operating #B787. https:/…,AirCanada,negative
514,OMG the @aircanada check in at #SFO was a NIGHTMARE! Took almost a whole minute @ San Francisco… https://t.co/wSsSHHcOUT,AirCanada,negative
515,Off to the airport I go.... ✈🛫 #YYZ to #YYC #Calgary #tunUP this weekend. @AirCanada Flight #AC125,AirCanada,negative
516,Polls are now closed. Thanks for voting #CCST ! Check out the final top 12 @ https://t.co/ZA9jO1MEi0. Winners annou… https://t.co/03MS0Ti2yw,AirCanada,negative
517,@AirCanada After 10 weeks Air Canada baggage not able to help me with my list baggage inquiry told to just keep waiting #no customer service,AirCanada,negative
518,The new and old Dreamliners @AirCanada @B787fans @boeing787tweets @787Blogger @BabybusBabe @avgeekretweeter… https://t.co/hLrxEgn1xd,AirCanada,negative
519,"RT @rockylo4: Great evening last night @AirCanada / JNTO ""Explore #Japan night"" @MarkhamEventCtr #Toronto @AirCanada offer the most daily f…",AirCanada,negative
520,"Great evening last night @AirCanada / JNTO ""Explore #Japan night"" @MarkhamEventCtr #Toronto @AirCanada offer the mo… https://t.co/YZsbD6jqYW",AirCanada,negative
521,@AirCanada flying YVR to PVR with a 2.5y/o. Is the CARES Harness permitted for use on this flight? https://t.co/TrnMZyQFnq,AirCanada,negative
522,Thank you @AirCanada for finding my glasses!! I am so happy to have them back....you made my day!!! Cheers!,AirCanada,negative
523,"@AirCanada Trip home to a 1st world nation on a non-budget airline and I got 1/4 of a ham sandwich, roman noodles a… https://t.co/hWHZQ1xBYr",AirCanada,neutral
524,@AirCanada 10 weeks since you lost my luggage and still no response after numerous inquiries #were not happy till I your not happy #PATHETIC,AirCanada,negative
525,@AirCanada 10 weeks since you lost my luggage and still no response after numerous inquiries #werenot happytillyourenothappy #PATHETIC,AirCanada,negative
526,I just booked my LAST flight EVER with @AirCanada they have a monopoly on #YCG air port. I would rather drive the 17 000 km to see my mom,AirCanada,negative
527,@AirCanada I would rather walk across Canada then book with your shitty air line ever again worst customer service ever!!!!,AirCanada,positive
528,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
529,RT @ChelsAngel7: @AirCanada can you please hire some employees with manners who do not hang up on customers who are trying to change flight…,AirCanada,negative
530,@AirCanada can you please hire some employees with manners who do not hang up on customers who are trying to change flights? #rude #epicfail,AirCanada,negative
531,RT @aniabasak: You ask- I answer!my experience w/ @AirCanada - MEMORABLE❤ @FashionCalgary @cosmoprofworld @rafalwegiel #blogger #review #Ca…,AirCanada,negative
532,@MarkForwardd @AirCanada that\'s why I say fuck air Canada,AirCanada,negative
533,"2 lucky guests won our limited edition airplane stuffed toy last night @AirCanada / JNTO ""Explore #Japan night""… https://t.co/JLDrU2rFLz",AirCanada,negative
534,Join is for a rip roaring time! @AmericanAir @emirates @AirCanada @TwitterCanada https://t.co/411FWPF4Fk,AirCanada,negative
535,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
536,@madviking_beard @MaddMikeHorror @wingingitsolo @AirCanada @woltersworld @united @VisitnorwayUSA please RT https://t.co/nVpZaVusFP,AirCanada,negative
537,"@AirCanada is there a problem with your website, beyond its normal awfulness? https://t.co/bNMSdbFAzA",AirCanada,negative
538,RT @JamieintheMorn: Thank U to @NorthernABDQ @TheBrick @AirCanada #aircanadafoundation @WalmartCanada joining @stollerykids @CMNCanada #chi…,AirCanada,negative
539,Thank U to @NorthernABDQ @TheBrick @AirCanada #aircanadafoundation @WalmartCanada joining @stollerykids @CMNCanada #childrenshospitalsweek,AirCanada,positive
540,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
541,RT @aaronbalinskyAC: Now that is customer service! @AirCanada gate agent holds a woman\'s child while she checks her bag for her boarding pa…,AirCanada,neutral
542,You ask- I answer!my experience w/ @AirCanada - MEMORABLE❤ @FashionCalgary @cosmoprofworld @rafalwegiel #blogger… https://t.co/VyNDwlOBPP,AirCanada,negative
543,@AlexPhinRide @Vegas @AirCanada hope you have a way better trip then last time 😘,AirCanada,positive
544,"@AirCanada Flying from UK to Montreal tomorrow. For check in online I am asked for Canadian Permanent Residence Card details,what do I put?",AirCanada,positive
545,RT @22_Minutes: Get your bid on: @AirCanada has auction fever. #flying #upgrade #aircanada #WestJet #auction #22minutes #FirstClass https:/…,AirCanada,negative
546,@AirCanada what\'s up with flight AC972 from YYZ to GCM?  Will it leave by 11:30??,AirCanada,negative
547,RT @AirCanada: @Bounce_CAN Enjoy the @OutdoorAdvShow!,AirCanada,negative
548,Our fantastic partners @AirCanada being interviewed live #childrenshospitalsweek. Love these ladies and appreciate… https://t.co/DftCfrpu0w,AirCanada,negative
549, @AirCanada asked if i wanted to hop on an earlier flight to have more time at customs #yesplease,en,negative
550,),à Québec ,negative
551,@AirCanada suuuuuuuuuuucks... it has to be the worst airline in the world... and that list includes the Arctic and Atlantis.,AirCanada,negative
552,"RT @pfc_rat: RT widely pls! 30 days &amp; @AirCanada has not honoured their credit, or even responded other than ""we\'re busy."" Another bad revi…",AirCanada,neutral
553,@AirCanada the YEG to YUL is an Air Canada flight. Why would I contact them?,AirCanada,positive
554,"@AirCanada Sure, done. Thanks.",AirCanada,negative
555,"@AirCanada @AirCanada I\'m talking about regular economy - it\'s ludicrous that having purchased in AUGUST, we get assigned the last row.",AirCanada,neutral
556,@AirCanada No actually that\'s not true. The system has told me since we purchased that seat selection was not available.,AirCanada,negative
557,Wheels down @torontopearson #yyz #avgeek #avgeeks @aircanada @staralliance @ Toronto Pearson… https://t.co/bWKVMRU4Fp,AirCanada,negative
558,"@RedIndianGirl @AirCanada @MarkForwardd yeah, I think so too. One of the reasons I\'ve never flown with them.",AirCanada,negative
559,@AirCanada won\'t be doing that again with y\'all,AirCanada,positive
560,MPs beat up on @AirCanada over French at https://t.co/a5SAnQXgE1 #cdnpoli @OCOLCanada @cupenat,AirCanada,negative
561,"The only time I hate being Canadian is when I travel on @AirCanada flights... @cathaypacific CX 903 to Manila please wait us, late 2 hours.",AirCanada,negative
562,"@AirCanada $800 for last minute flight and the pilots cabin door kept slamming, fans broke, attendant grumpy, solid birthday so far. Kappa.",AirCanada,neutral
563,@MarkForwardd @MMBris @AirCanada Pretty sure this is their standard operating practice.,AirCanada,negative
564,"RT @MarkForwardd: @AirCanada no, been down this road. We dm\'ed last night. You should not over sell flights. Can you fix that with a Dm? No.",AirCanada,neutral
565,RT @AirCanada: @MarkForwardd We\'re very sorry to hear this Mark. Can you please give us a follow so we may DM? /cc,AirCanada,positive
566,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
567,RT @aaronbalinskyAC: Now that is customer service! @AirCanada gate agent holds a woman\'s child while she checks her bag for her boarding pa…,AirCanada,negative
568,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
569,@jeffvcoffey big up 🇨🇦 @AirCanada,AirCanada,negative
570,@AirCanada Hello,AirCanada,negative
571,"RT @georgeferreira5: Visit #Iceland with @AirCanada non-stop service from #Toronto to #Reykjavic on June 21, &amp; from #Montreal on the 23rd h…",AirCanada,negative
572,"RT @MarkForwardd: Asked employee of @AirCanada, why they\'d over sell a flight. Response ""It\'s all about the bottom line""Might as well of…",AirCanada,negative
573,"@AirCanada I meant to say filed, but failed really does sum up the experience",AirCanada,negative
574,"@MarkForwardd @AirCanada 2/2 ...my name isn\'t #MerriamWebster, but I\'m pretty f**king sure that\'s the very definition of reservation",AirCanada,positive
