,text,prediction
230,@AmericanAir no sorry it's not about computer i will mean bagage in the plane not in cabin,negative
231,"@AmericanAir #1151 dlyd,missed conn #1061, now bkd on #1354 &amp; not #2464, not even an apology, what happened to customer service !!!",negative
232,"@AmericanAir just too long to speak to an agent (who was great). Don't apologize for making me wait, hire enough ppl so it's not an issue.",positive
233,"@AmericanAir 
Flight delay and AA provides snacks and lunch. Great job American! https://t.co/q2Spa5b116",positive
234,RT @Abrown1A: My poor mother and father are stuck at an airport over night because @AmericanAir employees have no idea what they are talkin…,negative
235,Thanks @AmericanAir for charging me a $35 service fee for helping me with a problem your system created. #americanairlines #badservice,negative
236,"@AmericanAir keyword oversized, not simply overweight. The same thing a year ago was $200.",negative
237,RT @AirfareSpot: Summer! #Washington to #Miami and vice versa for $132 R/T nonstop [@AmericanAir] https://t.co/cxEJRsSBIV,neutral
238,@AmericanAir  I do not need details explained. I know what occurred credit I consider you in future don't I never use you again done.,negative
239,@AmericanAir $10k in first class tickets and no access to admiral club for 2hr layover on return leg at MIA. How is that reasonable.,negative
240,".@AmericanAir I’ve gone ahead and DM’d you flight details. Unfortunately, I’m familiar with this process.",negative
241,@AmericanAir I had to reselect that seat too! What happened to my original seats? I feel like I'm being scammed to pay for different seats!,negative
242,.@AmericanAir Thank you to the standby captain who stepped up and volunteered to fly because he was tired of waiting as well!,positive
243,@AmericanAir thank you so much!!,positive
244,@AmericanAir and one that forced me to pay for new flight despite already having a ticket,negative
245,RT @airfarewatchdog: #Detroit #DTW to San Francisco #SFO $144 round-trip on @AmericanAir https://t.co/1jxMRS8ufx #airfare https://t.co/TKIU…,positive
246,Waiting 1.5 hours in the runway for @AmericanAir's MIA-MEX flight to take off is definitely not what I wanted for a Sunday.,negative
247,RT @airfarewatchdog: #Minneapolis #MSP to San Jose #SJC $144 round-trip on @AmericanAir https://t.co/bDAVokAdth #airfare https://t.co/kUpHz…,neutral
248,RT @airfarewatchdog: #Boston #BOS to #Bridgetown #BGI #Barbados $178 round-trip on @AmericanAir https://t.co/g6CoPqW4xX #airfare https://t.…,neutral
249,"RT @airfarewatchdog: #Baltimore #BWI to #Miami #MIA $129 round-trip, nonstop, on @AmericanAir https://t.co/1NCcqe9XWm #airfare https://t.co…",neutral
250,RT @laptoptravel: All #Delta Flyers &amp; @Delta Please Read at Least #JustTheComments! #PayAttention? to #VoiceOfTheElites #LoudAndClear! http…,negative
251,@Delta sent a DM concerning my up coming flight..........,negative
252,"Buffalo to Las Vegas (&amp; vice versa) for only $205 USD ($274 CAD) roundtrip with @Delta

https://t.co/eYDpv2xepv https://t.co/gfzGvTndFo",neutral
253,"@Delta My flight (2820)delayed 2 hours, never told me why, and been on hold for an hour AND I'm a silver medallion. I'm furious",negative
254,Just an FYI for everyone!  You have to ask @delta to create a skymiles account for you if you want to get credit for your flights!  INSANE!!,negative
255,RT @vicentexe: Hey @Delta it's so nice you have people that has the airport know-how like Evangelina in #CDMX. Thank you! https://t.co/vIYK…,positive
256,Ugh @Delta is already pissing me off,negative
257,"The ones who truly change the world, are the ones who can't wait to get out in it. 

Good word @Delta",negative
258,"@Delta I was told this am that bag to be here @ 11:15 am. Are we sure it will be here today? notifications in app now say ""delayed"" in DTW.",negative
259,@DarlaDona @Delta Very frustrating that they have yet to respond this time and try helping me.,negative
260,It's so cold on this @Delta flight #turntheheatup <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> so glad we just landed and I'm #home #DETROIT where it's just a… https://t.co/Nom91rsJaL,negative
261,@Delta : Cant believe people are still using this airlines,negative
262,@Delta : AA and SWA dont over book like greedy Delta airlines!,negative
263,"@Delta MUST do better! Just awful! 10 hours later, I'm back in NYC! #DeltaAirlines #checkplanesBEFORE #2hoursontarmac #ruderedjackets #liqny",negative
264,@Delta : Will never fly Delta again and will write my experience in all social media.  american airlines and southwest airlines are the best,negative
265,RT @Lucy_Mirror: Really nice of @Delta and @Virgin to pick the honeymooning couple to bump off a plane,negative
266,Hey @united @TMobile @JohnLegere why no free wifi like @AmericanAir @Delta #wheresfreewifi,neutral
267,"<ed><U+00A0><U+00BD><ed><U+00BB><U+00AB>LHR &gt; JFK<ed><U+00A0><U+00BD><ed><U+00BB><U+00AC> Lunch on @virginatlantic (through @delta)- Pomegranate salad with feta, chicke… https://t.co/ffFzcKWZ4t https://t.co/4O3nL5npuv",negative
268,RT @JetPhotos: The @Delta + @BCRFcure 767 departing @JFKairport. https://t.co/Dxy7kn7GVB © Joe Osciak https://t.co/YyLkH4mNZq,neutral
269,RT @kyleSA01: @Delta B767-300ER N169DZ chasing its shadow as it departs @HeathrowAirport runway 27R to Detroit<ed><U+00A0><U+00BD><ed><U+00B3><U+008D> https://t.co/JfB60Uv9J9,neutral
270,RT @laptoptravel: All #Delta Flyers &amp; @Delta Please Read at Least #JustTheComments! #PayAttention? to #VoiceOfTheElites #LoudAndClear! http…,negative
271,@Delta : no one is helping us and we have been in the airport since 9PM yesterday.. horrible.. will never dly Delta again!!,negative
272,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,negative
273,"@Delta horrible service. Delayed for the 2nd day in a row, causing me to miss my second flight once again. offered no help or compensation",negative
274,"RT @ToneTrump: Dear @delta yes Im a Proud Black American Muslim,Im a CEO of my own company,Im a artist &amp; much… https://t.co/2e4YGZIaYC",positive
275,@Delta : Currently still waiting in ATL for next hr flight .. it is my sixtt wait for the day.,negative
276,@Delta : Every hr there is a flight to DFW but agents are not giving priority to our paid tickets and all other standby are boarding.,negative
277,@PNetherly @Delta Oh No! Praying that @Delta makes it right for you.,negative
278,"Hannah: I have found .@Delta and .@VirginAtlanticto be accommodating for domestic. I love .@emirates for international travel! 
@AmericanAir",neutral
279,@Delta : delay @JFK to ATL due to technical issues. Sat inside plane (no drinks) at gate for 2.5 hrs and after night long stay in airport,negative
280,RT @Lucy_Mirror: Really nice of @Delta and @Virgin to pick the honeymooning couple to bump off a plane,negative
281,@Delta @RDUAirport another Sunday and another long line to drop a bag. On a limb but if you had more than 1 person might be quicker.,negative
282,Hey @Delta we're taking our honeymoon flights with you next week. Any chance for champagne?,negative
283,RT @kyleSA01: @Delta B767-300ER N169DZ chasing its shadow as it departs @HeathrowAirport runway 27R to Detroit<ed><U+00A0><U+00BD><ed><U+00B3><U+008D> https://t.co/JfB60Uv9J9,neutral
284,@c_davies @Delta someday I hope to be super diamond like you,neutral
285,RT @ImproDoc: I am beyond appalled. @Delta #EqualRights #WomensMarch #womeninscience  https://t.co/uXunI4G4dR,negative
286,Come on @Delta #MakeWiFiGreatAgain https://t.co/lAsMgn6sEs,neutral
287,NIGGER NIGGER NIGGER @Twitter @AmericanAir @DELTA ISIS https://t.co/0xxXOYhKjR,negative
288,"RT @laptoptravel: @Delta Now, can we get a Non=Stop from #JFK to #MLE #Maldives ?? #Qatar has that range #DOH - #AKL route w/ their #Boeing…",negative
289,@DELTA gate agents at B18 must be having a bad day.  Disappointing service.,negative
290,RT @RockinForRice: @JourdonLaBarber looks like a happy @Delta customer! 2 round trip tix available Sun Mar 26 at our #AlixRiceFundraiser ht…,negative
291,@KLM @KLM_US @Delta worst 2hr wait on hold to correct a website error picking our seats. #EpicFail #nocompensation #unuseddeltavoucher,negative
292,@Delta interesting!,negative
293,Thanks @Delta and @Virgin for making our honeymoon deliberately stressful. Furious.,negative
294,@Delta that's so cool!,negative
295,Oh hey there #ATL. @MBStadium is looking good from 10k' @AtlantaFalcons <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> Thanks for the gorgeous views @Delta https://t.co/WNXxCDdoI4,positive
296,RT @Delta: The ones who truly change the world are the ones who can’t wait to get out in it. https://t.co/hhBe8Gy5pb,negative
297,trailfinders -who took our money (donated by our friends and family) and sold us these bogus flights are saying @Delta refuse to back down,negative
298,@royalscottking @SeaTacAirport @BoeingAirplanes @Delta indeed. Nice shot.,negative
299,@Delta :Worst experience with Delta. Travelling For the past 24 hrs ..,negative
300,Finally! The sun is shining in #Seattle @SeaTacAirport @BoeingAirplanes @Delta #717 #N974AT #freeyourcamera https://t.co/ltcxjcx9JF,neutral
301,RT @laptoptravel: Thanks @Delta! Needed this for #ChicagoSeminars2017 #HowieRappaport #ChicagoSeminars @RenesPoints @angelinaaucello @rapid…,positive
302,"No not you, an 'actual'...man. @Delta Airlines response to: Is there a Doctor on board? Via @cbcsunday https://t.co/hwHbgioZ8I",negative
303,RT @NargisFakhri: Why is @delta always delayed <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F> I can't deal anymore <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,negative
304,"@Delta Now, can we get a Non=Stop from #JFK to #MLE #Maldives ?? #Qatar has that range #DOH - #AKL route w/ their… https://t.co/Z2eLxfFRXW",negative
305,To top it off @Delta have admitted they bumped us off an empty plane 'to make more money',negative
306,The fact I have just been told that @Delta don't even care they sold us a @Virgin flight only to bump us down is vile - and...,negative
307,@Delta I must compliment your employees at SBN yesterday! My outbound was delayed over 3 1/2 hours. Your employees went ABOVE &amp; BEYOND!,negative
308,Really nice of @Delta and @Virgin to pick the honeymooning couple to bump off a plane,negative
309,DEAD DEAD DEAD BOOM @DELTA,negative
310,"Marissa: ""We've flown @Delta about 20 times with my son and always had early boarding.""
.@AmericanAir",negative
311,RT @PNetherly: Remind me to never fly with @Delta again. Praying this plane finally takes off and I don't miss my connecting flight.,negative
312,"Clarissa: ""We flew @Delta this week and they announce early boarding for parents with babies and strollers and cars seats.""
.@AmericanAir",negative
313,"Dear @Delta, overbooking by 20% and providing zero information to the people affected is absolute horseshit, well done.",negative
314,@Delta my flight departs at 3:20 pm,negative
315,@Delta this week I've been delayed 2 hours and am now about to deplane another flight so you can fix a bathroom. Get your act together.,negative
316,"@JetBlue beat @AlaskaAir, @Delta, and @AmericanAir to having plugs that can power an @Alienware laptop.",positive
317,"Randi: ""We only fly @Delta and they always let kids on early.""
.@AmericanAir",negative
318,@Delta I'm here at hpn airport in NY using the same luggage as my last trip and the agent said it's too big please… https://t.co/6xCxHbcxdc,negative
319,"@Delta keeping the track record up with the worst service there is, two trips in a row now, get better people and maintain your planes",negative
320,Rebecca: @Delta gave us a coloring book at the gate and the TSA agents gave them stickers after we went through security! @AmericanAir,negative
321,@Delta it is a shame they would say something like that and the @Delta  would partner up with such a bad cust service airliner,negative
322,"@Delta no, I want to give to anyone o delta, can be you?",negative
323,Hi @Delta - flying Man - San Diego with you tomorrow &amp; am trying to request vegan food inflight but option not available - please help!,negative
324,"Oh @Delta, what are you doing to me today? U rebook me because of a delay and the original flight ends up on time.  Dreaded middle seats.",negative
325,Hey @Delta you're literally the worst. You're worse than @AmericanAir and that's pretty awful.,negative
326,I could bike home faster than these Delta planes take to taxi at LAX. Still love you @Delta but figure it out,negative
327,@Delta my Pleasure!,negative
328,@Delta and for a follow up on the ready of my trip. Everything was more than exceptional! Thank you!,positive
329,RT @guapokyle: @Delta how many niggers do I have to kill to get a goddamn free ticket allahu akbar,negative
330,@siobhanvivian @aishacs @sharpegirl @Delta what is this??,neutral
331,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,negative
332,"Catherine: ""Our son is 4 and on our last trip the @Delta agent even called us over to do so!"" @AmericanAir",negative
333,"Catherine: ""That's terrible, @AmericanAir! We travel on @Delta a lot and they ALWAYS let us pre-board.""",negative
334,Why is it that every time I fly with @Delta my flight is always delayed? can't your plans get to an airport on time just once? #deltasucks,negative
335,@Delta another ruined day because of delays while flying with you. This is getting super old. :(,negative
336,@aishacs @sharpegirl @Delta seriously Delta?!? Not a good look.,positive
337,RT @sitkowski59: Really @Delta everytime I fly with you guys I get delayed this the fifth time know <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,negative
338,"Now to hurry up and wait... at least @delta usually gets out of here on time #travel (@ Gate 60 in Kansas City, MO) https://t.co/N3K4mseHNm",negative
339,@ATLairport TSA would not assist me in the opt out process.  just stood around.  body full of radiation now. Glad I'm not pregnant @Delta,negative
340,All #Delta Flyers &amp; @Delta Please Read at Least #JustTheComments! #PayAttention? to #VoiceOfTheElites #LoudAndClear… https://t.co/0vN3xDWt4N,negative
341,SHOUT OUT TO @delta FOR RUINING MY LUGGAGE FOR THE 2ND TIME IN 2 WEEKS <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>,negative
342,"RT @NYRangers: Milestone reached! Enter for your chance to win thanks to @Delta https://t.co/nH98SyIP6i

(NoPurNecNYNJCT18+Rules https://t.…",positive
343,@nicolebyer @Delta No Way...! I'd expect to see that sort of thing in economy or maybe even Business Class but not First Class....,negative
344,@Delta our flight has been cancelled twice now and we are stuck in Paris. We have a family function in ... https://t.co/S925Lp4tbh,negative
345,@SouthwestAir can you get my kid home from #lax when @delta isn't helping? I'll pay!,negative
346,"RT @aishacs: .@Delta so if customer asks for water bc they feel queasy, is it protocol to respond ""well if you're sick maybe you shouldn't…",negative
347,RT @guapokyle: @Delta how many niggers do I have to kill to get a goddamn free ticket allahu akbar,negative
348,@Delta get your act together and staff your damn gate desk. Loved ones want to go home! #LAX,negative
349,Pretty sure @Delta has decreased legroom for economy seats as I'm not getting taller.,negative
350,@Delta please get skymile representatives that can actually comprehend what i am asking after i wait 30 plus mins to talk to them.,negative
351,RT @guapokyle: @Delta how many niggers do I have to kill to get a goddamn free ticket allahu akbar,negative
352,Hey @Delta your website isn't letting me pay for my flight. Error rev#1501,negative
353,@Delta +45. But at least tv is back. Still tweeting you tho.,neutral
354,@Delta your wifi is hot garbage.  Cle to Atl couldnt even watch one five minute @SmokeScreenVids #stepitup Next flight to NC #fingerscrossed,negative
355,"RT @Delta: In 1928, one of our 1st employees, Catherine FitzGerald, suggested the name “Delta” after the Mississippi delta region. #WomensH…",neutral
356,Thanks @Delta! Needed this for #ChicagoSeminars2017 #HowieRappaport #ChicagoSeminars @RenesPoints @angelinaaucello… https://t.co/ZqkufIIwox,positive
357,RT @JetPhotos: The @Delta + @BCRFcure 767 departing @JFKairport. https://t.co/Dxy7kn7GVB © Joe Osciak https://t.co/YyLkH4mNZq,neutral
358,.@Delta throwing out Delta cookies!! #stpaddysdayparade #boston #KeepClimbing https://t.co/yVX2srbEuz,negative
359,"Someday, we'll laugh at the notion that we couldn't watch streaming video in-flight. I don't find it humorous now, though @Delta @umichbball",negative
360,@Delta @DeltaAssist just had a wonderful visit with one of your pilots.  Very cordial and insightful.  You hire good people! #deltarocks,negative
361,@pwalshnow @Delta first.,neutral
362,Taking 4 flights with @emirates next weekend. Fingers crossed the seats are better than my recent @Delta flight!<U+2708><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>,negative
363,@Delta i missed flight this AM (delayed to JFK from Boston). Rebooked. Why do I have to pay $800 for the return flight I already paid for?!?,negative
364,I opt out to get pat down at the @Delta @TSA  in the ATLANTA airport an nobody would do it. I waited 20 minutes,negative
365,"@Delta in addition, our flight this morning was delayed from DTW to AUS due to a lost piece of paper?? What was this??",negative
366,"@Delta flying intl should be pleasant and fun. When 3 diff associates tell u 3 diff things regarding screening &amp; upgrades, it's not",negative
367,.@Delta You guys just made me check bag when I have a tight schedule bc 'at capacity'. 5 min later still plenty of… https://t.co/2kWQzOKYqn,negative
368,"@Delta @skyteam flying blue on phone said it was possible at check in, but lady on desk said they only said that so as not to 'upset'... <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",negative
369,RT @RealJeffJarrett: Wheels up on @Delta and headed to #ReyDeReyes ...Big day for @IMPACTWRESTLING ...@karenjarrett @luchalibreaaa ... http…,neutral
370,@Delta already did that.,negative
371,@united yes they sent to @delta but now they've delayed that flight and no one is at their service desk. This is a mess.,negative
372,RT @rolandsmartin: Thanks @TSA. Your long ass bag process made my miss my noon flight. Now I have to wait THREE hours for the next @Delta S…,negative
373,RT @MAKERSwomen: Aviation history was just made as these two black female pilots took off: https://t.co/qrJvVnYmGy @Delta #WomensHistoryMon…,neutral
374,RT @OpenFairSkies: Letter signed by @AmericanAir @Delta @United @WeAreALPA @AlliedPilots @swapapilots @APFAunity @afa_cwa asks @POTUS to pr…,negative
375,@Delta it's telling me that my skymiles number doesn't match the name on file for that account,neutral
376,@Delta i did..they said there was nothing they could do. Bag was on its way to the hotel in Italy and would be left at lobby. Without regard,negative
377,Hey @Delta why isn't there anyone at your service desk? I would like to get my boarding pass so I can actually go home. Thx.,negative
378,@Delta This has been a very frustrating day for one tired teacher.  PLEASE get me home and stop stop giving me a run around.,negative
379,Home bound @Delta,negative
380,@SpiritAirlines @Delta they charge for everything including water.  The seats don't recline and you are packed in like abused animals.,negative
381,Bless You @Moes_HQ -- I'm looking at you @Delta *shakes head* https://t.co/f7BMU4Qgu6,positive
382,"Traveling to San Diego!  Gotta be flexible with travel, just hoping for a good seat now.  Flight delayed and rebooked. @Delta @DeltaAssist",negative
383,@Delta +30 from scheduled arrival. No gate. AND no TV. So ocould at watch my team instead of tweet you. Poor execution of basics.,neutral
384,Conflicting advice &amp; bizarre customer service from @Delta desk at PDX re @skyteam miles upgrade -is upgrading at check-in possible?,negative
385,@Delta thank you. However it's still showing my original seats in the app? Is that normal or bc my app is being glitchy??,neutral
386,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,negative
387,@Delta plane from AMS to DTW last night v disorganized. No associates said the same two thing about the process in screening,negative
388,Thanks @Delta for the  upgrade. Those details make the difference. #loyalflyer https://t.co/CMAiiAUkoW,negative
389,Board right behind us. Who are then basically trampeling us to get in the plane as we get our newborn situated. Very rude. @Delta,negative
390,RT @Delta: The ones who truly change the world are the ones who can’t wait to get out in it. https://t.co/hhBe8Gy5pb,negative
391,"@Delta Yeah, you can pick up my hotel tab. :/",negative
392,"I'd rather walk home than deal with another high strung, crabby @Delta gate agent (DFW E12). Must be their job to hassle me. #DoneWithDelta",negative
393,RT @Steve_O_McN: I still hate you <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> @Delta https://t.co/qUqpgz8MqX,negative
394,@Delta Christina was a fantastic FA! #thankyou for a great flight!,positive
395,"Flying @Delta 1087, boarding wit my 7 month baby. They have the overweight pple board before us. Then let's us and immediately let others...",negative
396,RT @kyleSA01: @Delta B767-300ER N169DZ chasing its shadow as it departs @HeathrowAirport runway 27R to Detroit<ed><U+00A0><U+00BD><ed><U+00B3><U+008D> https://t.co/JfB60Uv9J9,neutral
397,@despanno @Delta strait up never again,negative
398,"@priceline doesn't care abt customers. Had a flight booked and had to cancel. @Delta said ticket was 100% refundable, @priceline refused <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",negative
399,@Delta We've been on the tarmac at lax for over a half hour. Now 15 mins after scheduled arrival. Just open the doors. I'll walk. Thx.,negative
400,#WheelsUp #WashingtonDC &gt; #Atlanta @Delta #A321 <U+2708><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+00BA><ed><U+00A0><U+00BD><ed><U+00B9><U+0082> @ Ronald Reagan Washington National Airport https://t.co/VtrWDgzBKW,neutral
401,"Thank you, @Delta! https://t.co/KOpX7uGEL9",positive
402,@Delta needs to check koreaair partner ops. Bait and switch on the seat I purchased. Worst flight from Asia I've ever had....,negative
403,@Delta @DeltaAssist The problems airport is PHL,neutral
404,RT @chandlerriggs: ay thanks @Delta for the food poisoning,negative
405,I still hate you <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> @Delta https://t.co/qUqpgz8MqX,negative
406,Maybe @Delta or @AmericanAir will offer me a flight voucher since @united &amp; @AirCanada don't when they lose my carryon ? #incentive,negative
407,"RT @Delta: When life imitates flight, @NYKnicks @kporzee knows exactly what you should do. Watch what happens in our newest episode of Powe…",negative
408,@kasssielee yup we were in the uber for 6.5 hours and our flight is leaving here at 2:15 with @Delta #praiseJesus,negative
409,"With 1+ million miles, I have been trying to book a flight with Flying Blue @airfrance and failed. ""No flight available"" @Delta. I'm coming!",negative
410,@jablonski430 @Delta the worst! it was the first time I've flown them in like 5 year.... never ever again lol,negative
411,@Delta you cost me 8 hours of my vacation and in exchange I get a $25 gift card? Are you f***ing kidding me? Not happy.,negative
412,@Delta just one of these times I would love to experience a flight without https://t.co/kXso519egd's: 2 hr &amp; counting delay.,negative
413,@Delta lmk why yall ruined my clothes,negative
414,@Delta hey your on a roll keep the streak alive 3 for 3 on delayed departures... #flyingisawasteoftime,negative
415,@Delta hi! Just had the best expierence at MCO! Katie checked me in at Gate 74 and was amazing!! Thanks so much for the great service!!,positive
416,"@Delta Yes, please do! Still on it now actually. Flying MSP to RDU.",negative
417,St. Patrick's Day and airplanes: my two faves! @delta #stpatricksday #southie @ South Boston St.… https://t.co/SfdAN47WyN,neutral
418,"Hey @AmericanAir, as I expected @Delta economy comfort is nicer than the ""first"" I flew in to Vegas on Wednesday.",neutral
419,"@Delta I want to recognize 2 delta employees, send me a DN and I send the award code!",neutral
420,@CrayonNC @Delta did they upgrade you and everyone else who was on the plane to first class?,negative
421,@despanno @Delta terrible terrible service from them,negative
422,@AmericanAir is the worst airline in the entire world.  It should not have the word America in it.  This is why I fly @Delta. Figure it out,neutral
423,@aishacs @Delta SERIOUSLY????,negative
424,Our @Delta flight was delayed for maintenance and when we boarded we saw this. https://t.co/qfiPwpATZ7,negative
425,@Delta Need some help. You've cancelled our flight twice now,negative
426,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,negative
427,"@DELTA flying with y'all this past week has been utter hell, I doubt I will ever fly through y'all again. Or recommend it at that.",negative
428,only pleasant Delta experience thus far from a Sky Lounge rep... after I decided to pay $29 for access. @Delta Still no baggage information,negative
429,@Delta she is now in France with her school group.,neutral
430,My poor fiancé got nailed repeatedly by the drink cart on @Delta flight- PHX to ATL. Very rude flight attendants =… https://t.co/wdzz1GTljW,negative
431,@Delta yes she did as soon as she arrive in Italy. Alitalia has the bag and will deliver it but to the wrong place as she is not there....,neutral
432,@Delta sent! Thanks!,positive
433,When @Delta throws your baggage and not only damages it but completely destroys it and u have a flight to catch tomorrow!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,negative
434,"@Delta don't care about the 1st class seat, just disappeared from the list",negative
435,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
436,@Delta most likely not! Thanks for nothing.,negative
437,"The program is called ""Surprise and Delight"" apparently and it's a @Delta &amp; @Porsche partnership. More info: https://t.co/DdXDlW3VHO",negative
438,@Delta .. your comfort+ seating pricing not fair jn price. C'mon  4AB not the same as 4CD &amp; 5 CD NOT the same as 4CD. Reevaluate,negative
439,RT @JetPhotos: The @Delta + @BCRFcure 767 departing @JFKairport. https://t.co/Dxy7kn7GVB © Joe Osciak https://t.co/YyLkH4mNZq,neutral
440,@Delta t y. Tag number 6006472511. Is supposed to be en route PHL -&gt;DTW via flight 4554.  Then to PIT via 6201.  T y for any help possible.,negative
441,"@Delta need to contact someone ASAP, phone call back time is 31-53 minutes and my flight is in 40. Can we dm?",negative
442,@Delta fuck you,negative
443,@Delta I've had to wait almost an hour an times. Ridiculous <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>,negative
444,I've been flying JFK to LAX for the past 3 years why is there still a traffic issue when arriving to the gate. Huge inconvenience @Delta,negative
445,@RDR0b11 @Delta Now to figure out how to get this treatment every time I fly <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>,negative
446,"Gracias, @Aeromexico y @skyteam. Upgrade appreciated. (Thank you, @delta. You are the best.) <ed><U+00A0><U+00BD><ed><U+00B2><U+00BA>",positive
447,"Nonstop! #Seattle to #Beijing or #Shanghai, #China for $446 R/T [@Delta] https://t.co/tROSNoeoWL",neutral
448,@DELTA thanks for a great welcome after Executive Platinum status at @AmericanAir L9771R0.  Looking forward to moving my business all 2017,positive
449,@c_davies @Delta so fannnncyyyyy,neutral
450,@RDR0b11 @Delta It was!,neutral
451,RT @RealJeffJarrett: Wheels up on @Delta and headed to #ReyDeReyes ...Big day for @IMPACTWRESTLING ...@karenjarrett @luchalibreaaa ... http…,neutral
452,@c_davies @Delta correction: I'm guessing that's actually a Cayenne.,negative
453,RT @c_davies: LAX connections are so much easier when a friendly man meets you at the jetway &amp; drives you to your next gate <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Thanks @Delta…,negative
454,Fuck you @Delta,negative
455,@Delta You've spoiled me for life - I'll never want to walk through a terminal again! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,negative
456,RT @RealJeffJarrett: About time wheels up on @Delta with @karenjarrett ... #ReyDeReyes here we come! @luchalibreaaa @IMPACTWRESTLING @GFWWr…,neutral
457,@Delta not anyone in particular. Already took my rescheduled flight this morning. But would love an email address.,negative
458,"RT @robindyke: @Delta Thank You! They were able to get it back this morning, yay. Big props to the 3 different departments it went thru to…",positive
459,RT @Delta: The ones who truly change the world are the ones who can’t wait to get out in it. https://t.co/GPt3X9SLTA,negative
460,"RT @Delta: We’ve issued a travel waiver for March 19th, due to forecasted weather in Amsterdam, Netherlands. More info here: https://t.co/4…",negative
461,"@Delta paid for premium main cabin seat twice, original ticket and for changed ticket. Surprised with regular seat. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",negative
462,@jmass121 @Delta yes. Yes. You are correct.,negative
463,RT @chandlerriggs: ay thanks @Delta for the food poisoning,negative
464,@Delta seat 32B wants to thank the friendly and attentive FAs on flt 135 AMS-DTW (in flight),negative
465,@DELTA I paid for sky comfort. I'm in a seat in the middle of the aisle that is making every other passenger collid… https://t.co/tVqOXnDNuW,positive
466,LAX connections are so much easier when a friendly man meets you at the jetway &amp; drives you to your next gate <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Tha… https://t.co/6apuKN2PqN,negative
467,@Delta Thank you for helping us resolve issues related to our delayed flight yesterday.  Very pleased with customer service efforts.,negative
468,@Delta so should I recieve a  response from you and customer service on Monday?,negative
469,+1 good job @Delta for keeping it real https://t.co/ojqmwsa127,negative
470,@Delta @DeltaAssist Thanks for not covering my hotel room charge after my cancelation last night.,negative
471,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",negative
472,RT @rolandsmartin: Thanks @TSA. Your long ass bag process made my miss my noon flight. Now I have to wait THREE hours for the next @Delta S…,negative
473,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
474,@Delta  daughter has to buy clothes instead of enjoying her vscation. @Delta  did not load her luggage. Called cust supp and help was min,negative
475,Hey @Delta why would a flight not be eligible for mileage credit? I flew from Vegas to NYC and get nothing?,negative
476,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
